Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
Kyle Palmieri,NYI,C,34,1991-02-01,Smithtown,NY,USA,USA,71,198,2009,ANA,1,26,26
Landon Slaggert,CHI,LW,22,2002-06-25,,,USA,,72,180,2020,CHI,3,17,79
Lane Hutson,MTL,D,21,2004-02-14,,,USA,,69,158,2022,MTL,2,30,62
Lars Eller,PIT,C,35,1989-05-08,Rodovre,,DNK,DNK,74,205,2007,STL,1,13,13
Lawson Crouse,ARI,LW,27,1997-06-23,Mt. Brydges,ON,CAN,CAN,76,215,2015,FLA,1,11,11
Leo Carlsson,ANA,C,20,2004-12-26,,,SWE,,75,194,2023,ANA,1,2,2
Leon Draisaitl,EDM,C,29,1995-10-27,Cologne,,DEU,DEU,74,208,2014,EDM,1,3,3
Liam Foudy,"CBJ, NSH",C,25,2000-02-04,Toronto,ON,CAN,CAN,74,188,2018,CBJ,1,18,18
Liam O'Brien,ARI,C,30,1994-07-29,Halifax,NS,CAN,CAN,73,213,-,-,-,-,-
Liam Ohgren,MIN,LW,21,2004-01-28,,,SWE,,72,187,2022,MIN,1,19,19
Linus Karlsson,VAN,C,25,1999-11-16,Eksjo,,SWE,SWE,73,178,2018,S.J,3,25,87
Logan Cooley,ARI,C,20,2004-05-04,Pittsburgh,PA,USA,USA,70,174,-,-,-,-,-
Logan Couture,SJS,C,36,1989-03-28,Guelph,ON,CAN,CAN,73,206,2007,S.J,1,9,9
Logan Mailloux,MTL,D,21,2003-04-15,,,CAN,,75,220,2021,MTL,1,31,31
Logan Morrison,SEA,C,22,2002-07-09,,,CAN,,72,179,-,-,-,-,-
Logan O'Connor,COL,RW,28,1996-08-14,Missouri City,TX,USA,USA,72,175,-,-,-,-,-
Logan Stankoven,DAL,C,22,2003-02-26,Kamloops,BC,CAN,CAN,67,170,2021,DAL,2,15,47
Logan Stanley,WPG,D,26,1998-05-26,Waterloo,ON,CAN,CAN,79,242,2016,WPG,1,18,18
Louie Belpedio,PHI,D,28,1996-05-14,Skokie,IL,USA,USA,71,197,2014,MIN,3,20,80
Louis Crevier,CHI,D,23,2001-05-04,Quebec City,QC,CAN,CAN,72,196,2020,CHI,7,2,188
Luca Del Bel Belluz,CBJ,C,21,2003-11-10,,,CAN,,73,184,2022,CBJ,2,12,44
Lucas Condotta,MTL,LW,27,1997-06-19,Georgetown,ON,CAN,CAN,73,223,-,-,-,-,-
Lucas Johansen,WSH,D,27,1997-11-16,Vancouver,BC,CAN,CAN,74,176,2016,WSH,1,28,28
Lucas Raymond,DET,LW,23,2002-03-28,Gothenburg,,SWE,SWE,71,176,2020,DET,1,4,4
Lukas Cormier,VGK,D,23,2002-03-27,,,CAN,,71,185,2020,VGK,3,6,68
Lukas Reichel,CHI,LW,22,2002-05-17,Nurnberg,,DEU,DEU,72,170,2020,CHI,1,17,17
Lukas Rousek,BUF,RW,25,1999-04-20,Ostrov Nad Ohri,,CZE,CZE,71,171,2019,BUF,6,5,160
Luke Evangelista,NSH,RW,23,2002-02-21,Toronto,ON,CAN,CAN,72,183,2020,NSH,2,11,42
Luke Glendening,TBL,C,35,1989-04-28,Grand Rapids,MI,USA,USA,71,190,-,-,-,-,-
Luke Hughes,NJD,D,21,2003-09-09,Manchester,NH,USA,USA,74,184,2021,N.J,1,4,4
Luke Kunin,SJS,C,27,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,MIN,1,15,15
Luke Schenn,NSH,D,35,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,TOR,1,5,5
MacKenzie Entwistle,CHI,RW,25,1999-07-14,Georgetown,ON,CAN,CAN,75,184,2017,ARI,3,7,69
MacKenzie Weegar,CGY,D,31,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,FLA,7,25,206
Mackenzie MacEachern,STL,LW,31,1994-03-09,Bloomfield Hills,MI,USA,USA,74,193,2012,STL,3,6,67
Mackie Samoskevich,FLA,RW,22,2002-11-15,Newtown,CT,USA,USA,71,191,2021,FLA,1,24,24
Maksymilian Szuber,ARI,D,22,2002-08-25,,,POL,,75,190,2022,ARI,6,2,163
Marat Khusnutdinov,MIN,C,22,2002-07-17,,,RUS,,71,176,2020,MIN,2,6,37
Marc Del Gaizo,NSH,D,25,1999-10-11,Basking Ridge,NJ,USA,USA,71,188,2019,NSH,4,16,109
Marc Johnstone,PIT,RW,28,1996-06-19,,,USA,,72,181,-,-,-,-,-
Marc McLaughlin,BOS,C,25,1999-07-26,North Billerica,MA,USA,USA,72,203,-,-,-,-,-
Marc Staal,PHI,D,38,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,NYR,1,12,12
Marc-Edouard Vlasic,SJS,D,38,1987-03-30,Montreal,QC,CAN,CAN,73,205,2005,S.J,2,5,35
Marco Rossi,MIN,C,23,2001-09-23,Feldkirch,,AUT,AUT,69,182,2020,MIN,1,9,9
Marco Scandella,STL,D,35,1990-02-23,Montreal,QC,CAN,CAN,75,212,2008,MIN,2,25,55
Marcus Foligno,MIN,LW,33,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,BUF,4,13,104
Marcus Johansson,MIN,LW,34,1990-10-06,Landskrona,,SWE,SWE,73,203,2009,WSH,1,24,24
Marcus Pettersson,PIT,D,28,1996-05-08,Skellefteå,,SWE,SWE,75,177,2014,ANA,2,8,38
Marian Studenic,SEA,RW,26,1998-10-28,Skalica,,SVK,SVK,73,190,2017,N.J,5,19,143
Mario Ferraro,SJS,D,26,1998-09-17,Toronto,ON,CAN,CAN,72,209,2017,S.J,2,18,49
Mark Friedman,VAN,D,29,1995-12-25,Toronto,ON,CAN,CAN,71,185,2014,PHI,3,26,86
Mark Giordano,TOR,D,41,1983-10-03,Toronto,ON,CAN,CAN,72,205,-,-,-,-,-
Mark Jankowski,NSH,C,30,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,CGY,1,21,21
Mark Kastelic,OTT,C,26,1999-03-11,Phoenix,AZ,USA,,75,233,2019,OTT,5,1,125
Mark Scheifele,WPG,C,32,1993-03-15,Kitchener,ON,CAN,CAN,75,198,2011,WPG,1,7,7
Mark Stone,VGK,RW,32,1992-05-13,Winnipeg,MB,CAN,CAN,75,217,2010,OTT,6,28,178
Marshall Rifai,TOR,D,27,1998-03-16,,,CAN,,72,185,-,-,-,-,-
Martin Fehervary,WSH,D,25,1999-10-06,Bratislava,,SVK,SVK,74,199,2018,WSH,2,15,46
Martin Necas,CAR,C,26,1999-01-15,Nove Mesto na Morave,,CZE,CZE,74,189,2017,CAR,1,12,12
Martin Pospisil,CGY,C,25,1999-11-19,Zvolen,,SVK,SVK,74,173,2018,CGY,4,12,105
Mason Appleton,WPG,C,29,1996-01-15,Green Bay,WI,USA,USA,75,197,2015,WPG,6,17,168
Mason Lohrei,BOS,D,24,2001-01-17,,,USA,,77,211,2020,BOS,2,27,58
Mason Marchment,DAL,LW,29,1995-06-18,Uxbridge,ON,CAN,,76,210,-,-,-,-,-
Mason McTavish,ANA,C,22,2003-01-30,Zurich,,CHE,CHE,72,213,2021,ANA,1,3,3
Mason Morelli,VGK,LW,29,1996-02-01,,,USA,,73,198,-,-,-,-,-
Mason Shaw,MIN,C,26,1998-11-03,Lloydminster,AB,CAN,CAN,70,184,2017,MIN,4,4,97
Mathew Barzal,NYI,C,27,1997-05-26,Coquitlam,BC,CAN,CAN,73,190,2015,NYI,1,16,16
Mathew Dumba,"ARI, TBL",D,30,1994-07-25,Regina,SK,CAN,CAN,72,181,2012,MIN,1,7,7
Mathieu Joseph,OTT,RW,28,1997-02-09,Laval,QC,CAN,CAN,73,187,2015,T.B,4,29,120
Mathieu Olivier,CBJ,RW,28,1997-02-11,Biloxi,MS,USA,USA,73,217,-,-,-,-,-
Matias Maccelli,ARI,LW,24,2000-10-14,Turku,,FIN,FIN,71,176,2019,ARI,4,5,98
Mats Zuccarello,MIN,RW,37,1987-09-01,Oslo,,NOR,NOR,68,181,-,-,-,-,-
Matt Boldy,MIN,LW,24,2001-04-05,Milford,MA,USA,USA,74,201,2019,MIN,1,12,12
Matt Coronato,CGY,RW,22,2002-11-14,Greenlawn,NY,USA,USA,70,183,2021,CGY,1,13,13
Matt Duchene,DAL,C,34,1991-01-16,Haliburton,ON,CAN,CAN,71,195,2009,COL,1,3,3
Matt Grzelcyk,BOS,D,31,1994-01-05,Charlestown,MA,USA,USA,70,176,2012,BOS,3,24,85
Matt Martin,NYI,LW,35,1989-05-08,Windsor,ON,CAN,CAN,75,220,2008,NYI,5,27,148
Matt Nieto,PIT,LW,32,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,S.J,2,17,47
Matt Rempe,NYR,C,22,2002-06-29,Calgary,AB,CAN,CAN,80,240,2020,NYR,6,10,165
Matt Roy,LAK,D,30,1995-03-01,Detroit,MI,USA,USA,73,205,2015,L.A,7,13,194
Matt Savoie,BUF,C,21,2004-01-01,St. Albert,AB,CAN,CAN,69,179,2022,BUF,1,9,9
Matthew Benning,SJS,D,30,1994-05-25,Edmonton,AB,CAN,CAN,73,203,2012,BOS,6,24,175
Matthew Highmore,OTT,C,29,1996-02-27,Halifax,NS,CAN,CAN,71,188,-,-,-,-,-
Matthew Kessel,STL,D,24,2000-06-23,Phoenix,AZ,USA,USA,74,205,2020,STL,5,26,150
Matthew Knies,TOR,LW,22,2002-10-17,Phoenix,AZ,USA,USA,74,210,2021,TOR,2,25,57
Matthew Phillips,"PIT, WSH",RW,27,1998-04-06,Calgary,AB,CAN,CAN,67,140,2016,CGY,6,15,166
Matthew Poitras,BOS,C,21,2004-03-10,Ajax,ON,CAN,CAN,71,176,2022,BOS,2,22,54
Matthew Tkachuk,FLA,LW,27,1997-12-11,Scottsdale,AZ,USA,USA,74,201,2016,CGY,1,6,6
Mattias Ekholm,EDM,D,34,1990-05-24,Borlange,,SWE,SWE,76,215,2009,NSH,4,11,102
Mattias Janmark,EDM,C,32,1992-12-08,Stockholm,,SWE,SWE,73,205,2013,DET,3,18,79
Mattias Samuelsson,BUF,D,25,2000-03-14,Philadelphia,PA,USA,USA,76,231,2018,BUF,2,1,32
Matty Beniers,SEA,C,22,2002-11-05,Hingham,MA,USA,USA,74,178,2021,SEA,1,2,2
Mavrik Bourque,DAL,C,23,2002-01-08,Plessisville,QC,CAN,CAN,70,185,2020,DAL,1,30,30
Max Comtois,CAR,LW,26,1999-01-08,Longueuil,QC,CAN,CAN,74,210,2017,ANA,2,19,50
Max Domi,TOR,C,30,1995-03-02,Winnipeg,MB,CAN,CAN,70,194,2013,PHX,1,12,12
Max Jones,ANA,LW,27,1998-02-17,Rochester,MI,USA,USA,75,216,2016,ANA,1,24,24
Max Lajoie,TOR,D,27,1997-11-05,Quebec City,QC,CAN,CAN,73,196,2016,OTT,5,12,133
Max McCormick,SEA,LW,32,1992-05-01,De Pere,WI,USA,USA,71,188,2011,OTT,6,20,171
Max Pacioretty,WSH,LW,36,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,MTL,1,22,22
Max Willman,NJD,C,30,1995-02-13,Barnstable,MA,USA,USA,72,184,2014,BUF,5,1,121
Maxence Guenette,OTT,D,23,2001-04-28,L'Ancienne-Lorette,QC,CAN,CAN,73,181,2019,OTT,7,1,187
Maxwell Crozier,TBL,D,24,2000-04-19,,,CAN,,73,197,2019,T.B,4,27,120
Michael Amadio,VGK,RW,28,1996-05-13,Sault Ste. Marie,ON,CAN,CAN,73,204,2014,L.A,3,30,90
Michael Bunting,"CAR, PIT",LW,29,1995-09-17,Scarborough,ON,CAN,CAN,72,192,2014,ARI,4,27,117
Michael Carcone,ARI,LW,28,1996-05-19,Ajax,ON,CAN,CAN,69,170,-,-,-,-,-
Michael Eyssimont,TBL,C,28,1996-09-09,Littleton,CO,USA,USA,72,180,2016,L.A,5,21,142
Michael Kesselring,ARI,D,25,2000-01-13,New Hampton,NH,USA,USA,76,190,2018,EDM,6,9,164
Michael McCarron,NSH,RW,30,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,MTL,1,25,25
Michael McLeod,NJD,C,27,1998-02-03,Mississauga,ON,CAN,CAN,74,190,2016,N.J,1,12,12
Michael Pezzetta,MTL,LW,27,1998-03-13,Toronto,ON,CAN,CAN,73,210,2016,MTL,6,9,160
Michael Rasmussen,DET,C,25,1999-04-17,Vancouver,BC,CAN,CAN,78,211,2017,DET,1,9,9
Michael Sgarbossa,WSH,C,32,1992-07-25,Campbellville,ON,CAN,CAN,72,179,-,-,-,-,-
Mika Zibanejad,NYR,C,31,1993-04-18,Huddinge,,SWE,SWE,74,202,2011,OTT,1,6,6
Mikael Backlund,CGY,C,36,1989-03-17,Vasteras,,SWE,SWE,72,206,2007,CGY,1,24,24
Mikael Granlund,SJS,C,33,1992-02-26,Oulu,,FIN,FIN,70,185,2010,MIN,1,9,9
Mikael Pyyhtia,CBJ,LW,23,2001-12-17,Turku,,FIN,FIN,72,166,2020,CBJ,4,21,114
Mike Hoffman,SJS,C,35,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,OTT,5,9,130
Mike Matheson,MTL,D,31,1994-02-27,Pointe-Claire,QC,CAN,CAN,74,193,2012,FLA,1,23,23
Mike Reilly,"FLA, NYI",D,31,1993-07-13,Chicago,IL,USA,USA,73,196,2011,CBJ,4,7,98
Mikey Anderson,LAK,D,25,1999-05-25,Fridley,MN,USA,USA,72,195,2017,L.A,4,10,103
Mikhail Sergachev,TBL,D,26,1998-06-25,Nizhnekamsk,,RUS,RUS,73,217,2016,MTL,1,9,9
Mikko Rantanen,COL,RW,28,1996-10-29,Nousiainen,,FIN,FIN,76,215,2015,COL,1,10,10
Milan Lucic,BOS,LW,36,1988-06-07,Vancouver,BC,CAN,CAN,75,240,2006,BOS,2,20,50
Miles Wood,COL,LW,29,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,N.J,4,9,100
Milos Kelemen,ARI,LW,25,1999-07-06,Svolen,,SVK,SVK,74,210,-,-,-,-,-
Miro Heiskanen,DAL,D,25,1999-07-18,Espoo,,FIN,FIN,73,195,2017,DAL,1,3,3
Mitch Marner,TOR,RW,27,1997-05-05,Markham,ON,CAN,CAN,72,181,2015,TOR,1,4,4
Mitchell Chaffee,TBL,RW,27,1998-01-26,Rockford,MI,USA,USA,73,201,-,-,-,-,-
Mitchell Stephens,MTL,C,28,1997-02-05,Peterborough,ON,CAN,CAN,71,190,2015,T.B,2,3,33
Morgan Barron,WPG,C,26,1998-12-02,Halifax,NS,CAN,CAN,76,220,2017,NYR,6,19,174
Morgan Frost,PHI,C,25,1999-05-14,Aurora,ON,CAN,CAN,71,170,2017,PHI,1,27,27
Morgan Geekie,BOS,C,26,1998-07-20,Strathclair,MB,CAN,CAN,75,200,2017,CAR,3,5,67
Morgan Rielly,TOR,D,31,1994-03-09,Vancouver,BC,CAN,CAN,73,222,2012,TOR,1,5,5
Moritz Seider,DET,D,24,2001-04-06,Zell,,DEU,DEU,76,204,2019,DET,1,6,6
Nate Schmidt,WPG,D,33,1991-07-16,St. Cloud,MN,USA,USA,72,195,-,-,-,-,-
Nathan Bastian,NJD,RW,27,1997-12-06,Kitchener,ON,CAN,CAN,76,205,2016,N.J,2,11,41
Nathan MacKinnon,COL,C,29,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,COL,1,1,1
Nathan Walker,STL,LW,31,1994-02-07,Cardiff,,GBR,AUS,69,187,2014,WSH,3,29,89
Nazem Kadri,CGY,C,34,1990-10-06,London,ON,CAN,CAN,72,185,2009,TOR,1,7,7
Neal Pionk,WPG,D,29,1995-07-29,Hermantown,MN,USA,USA,72,185,-,-,-,-,-
Nic Dowd,WSH,C,34,1990-05-27,Huntsville,AL,USA,USA,73,193,2009,L.A,7,17,198
Nic Petan,MIN,C,30,1995-03-22,Delta,BC,CAN,CAN,69,175,2013,WPG,2,13,43
Nicholas Paul,TBL,LW,30,1995-03-20,Mississauga,ON,CAN,CAN,75,223,2013,DAL,4,10,101
Nicholas Robertson,TOR,LW,23,2001-09-11,Pasadena,CA,USA,USA,69,183,2019,TOR,2,22,53
Nick Bjugstad,ARI,C,32,1992-07-17,Minneapolis,MN,USA,USA,78,209,2010,FLA,1,19,19
Nick Blankenburg,CBJ,D,26,1998-05-12,WASHINGTON,MI,USA,USA,69,177,-,-,-,-,-
Nick Bonino,NYR,C,36,1988-04-20,Hartford,CT,USA,USA,73,195,2007,S.J,6,22,173
Nick Cousins,FLA,C,31,1993-07-20,Belleville,ON,CAN,CAN,71,192,2011,PHI,3,7,68
Nick DeSimone,"CGY, NJD",D,30,1994-11-21,East Amherst,NY,USA,USA,74,185,-,-,-,-,-
Nick Foligno,CHI,LW,37,1987-10-31,Buffalo,NY,USA,USA,72,210,2006,OTT,1,28,28
Nick Jensen,WSH,D,34,1990-09-21,St. Paul,MN,USA,USA,73,205,2009,DET,5,29,150
Nick Leddy,STL,D,34,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,MIN,1,16,16
Nick Perbix,TBL,D,26,1998-06-15,Minneapolis,MN,USA,USA,74,191,2017,T.B,6,14,169
Nick Schmaltz,ARI,C,29,1996-02-23,Madison,WI,USA,USA,72,181,2014,CHI,1,20,20
Nick Seeler,PHI,D,31,1993-06-03,Eden Prairie,MN,USA,USA,74,201,2011,MIN,5,10,131
Nick Suzuki,MTL,C,25,1999-08-10,London,ON,CAN,CAN,71,208,2017,VGK,1,13,13
Nicklas Backstrom,WSH,C,37,1987-11-23,Gavle,,SWE,SWE,73,202,2006,WSH,1,4,4
Nico Hischier,NJD,C,26,1999-01-04,Brig,,CHE,CHE,73,175,2017,N.J,1,1,1
Nico Sturm,SJS,C,29,1995-05-03,Augsburg,,DEU,DEU,75,209,-,-,-,-,-
Nicolas Aube-Kubel,WSH,RW,28,1996-05-10,Slave Lake,AB,CAN,CAN,72,207,2014,PHI,2,18,48
Nicolas Deslauriers,PHI,LW,34,1991-02-22,LaSalle,QC,CAN,CAN,73,220,2009,L.A,3,23,84
Nicolas Hague,VGK,D,26,1998-12-05,Kitchener,ON,CAN,CAN,78,230,2017,VGK,2,3,34
Nicolas Roy,VGK,C,28,1997-02-05,Amos,QC,CAN,CAN,76,202,2015,CAR,4,5,96
Nikita Alexandrov,STL,C,24,2000-09-16,Burgwedel,,DEU,DEU,73,177,-,-,-,-,-
Nikita Chibrikov,WPG,RW,22,2003-02-16,,,RUS,,70,170,2021,WPG,2,18,50
Nikita Kucherov,TBL,RW,31,1993-06-17,Maykop,,RUS,RUS,71,181,2011,T.B,2,28,58
Nikita Nesterenko,ANA,C,23,2001-09-10,Brooklyn,NY,USA,USA,74,183,2019,MIN,6,17,172
Nikita Okhotiuk,"CGY, SJS",D,24,2000-12-04,Chelyabinsk,,RUS,RUS,73,195,2019,N.J,2,30,61
Nikita Zadorov,"CGY, VAN",D,29,1995-04-16,Moscow,,RUS,RUS,78,248,2013,BUF,1,16,16
Nikita Zaitsev,CHI,D,33,1991-10-29,Moscow,,RUS,RUS,74,192,-,-,-,-,-
Niko Mikkola,FLA,D,28,1996-04-27,Finland,,FIN,FIN,76,209,2015,STL,5,6,127
Nikolai Knyzhov,SJS,D,28,1997-03-20,KEMEROVO,,RUS,RUS,75,222,-,-,-,-,-
Nikolaj Ehlers,WPG,LW,29,1996-02-14,Aalborg,,DNK,DNK,72,169,2014,WPG,1,9,9
Nikolas Matinpalo,OTT,D,26,1998-10-05,Espoo,,Fin,,75,207,-,-,-,-,-
Nils Aman,VAN,C,25,2000-02-07,Avesta,,SWE,SWE,74,179,2020,COL,6,12,167
Nils Hoglander,VAN,LW,24,2000-12-20,BOCKTRaSK,,SWE,SWE,69,185,2019,VAN,2,9,40
Nils Lundkvist,DAL,D,24,2000-07-27,Pitea,,SWE,SWE,71,190,2018,NYR,1,28,28
Nino Niederreiter,WPG,RW,32,1992-09-08,Chur,,CHE,CHE,74,218,2010,NYI,1,5,5
Noah Cates,PHI,LW,26,1999-02-05,Stillwater,MN,USA,USA,73,165,2017,PHI,5,13,137
Noah Dobson,NYI,D,25,2000-01-07,Summerside,PE,CAN,CAN,76,194,2018,NYI,1,12,12
Noah Gregor,TOR,C,26,1998-07-28,Beaumont,AB,CAN,CAN,72,190,2016,S.J,4,20,111
Noah Hanifin,"CGY, VGK",D,28,1997-01-25,Boston,MA,USA,USA,75,207,2015,CAR,1,5,5
Noah Juulsen,VAN,D,28,1997-04-02,Surrey,BC,CAN,CAN,74,201,2015,MTL,1,26,26
Noel Acciari,PIT,C,33,1991-12-01,Johnston,RI,USA,USA,70,209,-,-,-,-,-
Nolan Foote,NJD,LW,24,2000-11-29,Denver,CO,USA,USA,75,196,2019,T.B,1,27,27
Olen Zellweger,ANA,D,21,2003-09-10,Calgary,AB,CAN,CAN,69,175,2021,ANA,2,2,34
Oliver Bjorkstrand,SEA,RW,29,1995-04-10,Herning,,DNK,DNK,72,175,2013,CBJ,3,28,89
Oliver Ekman-Larsson,FLA,D,33,1991-07-17,Karlskrona,,SWE,SWE,74,200,2009,PHX,1,6,6
Oliver Kylington,CGY,D,27,1997-05-19,Stockholm,,SWE,SWE,72,183,2015,CGY,2,30,60
Oliver Wahlstrom,NYI,RW,24,2000-06-13,Portland,ME,USA,USA,74,204,2018,NYI,1,11,11
Olle Lycksell,PHI,RW,25,1999-08-24,Oskarshamn,,SWE,SWE,70,163,2017,PHI,6,13,168
Olli Maatta,DET,D,30,1994-08-22,Jyvaskyla,,FIN,FIN,74,207,2012,PIT,1,22,22
Ondrej Palat,NJD,LW,34,1991-03-28,Frydek-Mistek,,CZE,CZE,72,194,2011,T.B,7,27,208
Ondrej Pavel,COL,C,24,2000-08-29,,,CZE,,74,205,-,-,-,-,-
Oskar Lindblom,SJS,LW,28,1996-08-15,Gavle,,SWE,SWE,73,191,2014,PHI,5,18,138
Oskar Olausson,COL,RW,22,2002-11-10,Stockholm,,SWE,SWE,73,180,2021,COL,1,28,28
Oskar Steen,BOS,C,27,1998-03-09,Karlstad,,SWE,SWE,70,193,2016,BOS,6,14,165
Oskar Sundqvist,STL,C,31,1994-03-23,Boden,,SWE,SWE,75,220,2012,PIT,3,20,81
Owen Power,BUF,D,22,2002-11-22,Mississauga,ON,CAN,CAN,78,218,2021,BUF,1,1,1
Owen Tippett,PHI,RW,26,1999-02-16,Peterborough,ON,CAN,CAN,73,207,2017,FLA,1,10,10
Parker Kelly,OTT,LW,25,1999-05-14,Camrose,AB,CAN,CAN,72,190,-,-,-,-,-
Parker Wotherspoon,BOS,D,27,1997-08-24,Surrey,BC,CAN,CAN,73,190,2015,NYI,4,21,112
Patrick Brown,BOS,C,32,1992-05-29,Bloomfield Hills,MI,USA,USA,73,210,-,-,-,-,-
Patrick Kane,DET,RW,36,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,CHI,1,1,1
Patrick Maroon,"BOS, MIN",LW,36,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,PHI,6,10,161
Patrik Koch,ARI,D,28,1996-12-08,Malacky,,SVK,SVK,73,190,-,-,-,-,-
Patrik Laine,CBJ,LW,26,1998-04-19,Tampere,,FIN,FIN,77,205,2016,WPG,1,2,2
Paul Cotter,VGK,C,25,1999-11-16,Canton,MI,USA,USA,74,212,2018,VGK,4,22,115
Pavel Buchnevich,STL,LW,29,1995-04-17,Cherepovets,,RUS,RUS,73,196,2013,NYR,3,14,75
Pavel Dorofeyev,VGK,LW,24,2000-10-26,Nizhny Tagil,,RUS,RUS,73,194,2019,VGK,3,17,79
Pavel Mintyukov,ANA,D,21,2003-11-25,Moscow,,RUS,RUS,73,192,2022,ANA,1,10,10
Pavel Zacha,BOS,C,28,1997-04-06,Brno,,CZE,CZE,76,199,2015,N.J,1,6,6
Pavol Regenda,ANA,LW,25,1999-12-07,Michalovce,,SVK,SVK,76,212,-,-,-,-,-
Peyton Krebs,BUF,C,24,2001-01-26,Calgary,AB,CAN,CAN,72,187,2019,VGK,1,17,17
Philip Broberg,EDM,D,23,2001-06-25,Orebro,,SWE,SWE,75,199,2019,EDM,1,8,8
Philip Kemp,EDM,D,26,1999-02-12,Greenwich,CT,USA,USA,75,202,2017,EDM,7,22,208
Philip Tomasino,NSH,C,23,2001-07-28,Mississauga,ON,CAN,CAN,72,179,2019,NSH,1,24,24
Philipp Kurashev,CHI,C,25,1999-10-12,Munsingen,,CHE,CHE,72,190,2018,CHI,4,27,120
Philippe Myers,TBL,D,28,1997-01-25,Moncton,NB,CAN,CAN,78,219,-,-,-,-,-
Phillip Danault,LAK,C,32,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,CHI,1,26,26
Phillip Di Giuseppe,VAN,LW,31,1993-10-09,Toronto,ON,CAN,CAN,72,193,2012,CAR,2,8,38
Pierre Engvall,NYI,LW,28,1996-05-31,Ljungby,,SWE,SWE,77,219,2014,TOR,7,8,188
Pierre-Edouard Bellemare,SEA,LW,40,1985-03-06,Le Blanc-Mesnil,,FRA,FRA,71,198,-,-,-,-,-
Pierre-Luc Dubois,LAK,C,26,1998-06-24,Ste-Agathe-Des-Monts,QC,CAN,CAN,76,214,2016,CBJ,1,3,3
Pierre-Olivier Joseph,PIT,D,25,1999-07-01,Laval,QC,CAN,CAN,74,185,2017,ARI,1,23,23
Pierrick Dube,WSH,RW,24,2001-01-07,,,FRA,,69,172,-,-,-,-,-
Pius Suter,VAN,C,28,1996-05-24,Zurich,,CHE,CHE,71,179,-,-,-,-,-
Pontus Holmberg,TOR,RW,26,1999-03-09,Vasteras,,SWE,SWE,72,202,2018,TOR,6,1,156
Quinn Hughes,VAN,D,25,1999-10-14,Orlando,FL,USA,USA,70,180,2018,VAN,1,7,7
Quinton Byfield,LAK,"C, RW",22,2002-08-19,Newmarket,ON,CAN,CAN,77,220,2020,L.A,1,2,2
Radek Faksa,DAL,C,31,1994-01-09,Vitkov,,CZE,CZE,75,225,2012,DAL,1,13,13
Radim Zohorna,PIT,LW,28,1996-04-29,Havlickuv,,CZE,CZE,78,220,-,-,-,-,-
Radko Gudas,ANA,D,34,1990-06-05,Prague,,CZE,CZE,72,208,2010,T.B,3,6,66
Rafael Harvey-Pinard,MTL,LW,26,1999-01-06,Saguenay,QC,CAN,CAN,69,181,2019,MTL,7,15,201
Raphael Lavoie,EDM,C,24,2000-09-25,Chambly,QC,CAN,CAN,76,196,2019,EDM,2,7,38
Rasmus Andersson,CGY,D,28,1996-10-27,Malmo,,SWE,SWE,73,202,2015,CGY,2,23,53
Rasmus Dahlin,BUF,D,24,2000-04-13,Trollhattan,,SWE,SWE,75,202,2018,BUF,1,1,1
Rasmus Kupari,WPG,C,25,2000-03-15,Kotka,,FIN,FIN,74,200,2018,L.A,1,20,20
Rasmus Ristolainen,PHI,D,30,1994-10-27,Turku,,FIN,FIN,76,221,2013,BUF,1,8,8
Rasmus Sandin,WSH,D,25,2000-03-07,Uppsala,,SWE,SWE,71,182,2018,TOR,1,29,29
Reese Johnson,CHI,C,26,1998-07-10,Regina,SK,CAN,CAN,73,193,-,-,-,-,-
Reilly Smith,PIT,RW,34,1991-04-01,Toronto,ON,CAN,CAN,73,185,2009,DAL,3,8,69
Rem Pitlick,CHI,C,28,1997-04-02,Ottawa,ON,CAN,CAN,71,186,2016,NSH,3,15,76
Rhett Gardner,PHI,C,29,1996-02-28,Moose Jaw,SK,CAN,CAN,75,210,2016,DAL,4,25,116
Rickard Rakell,PIT,RW,31,1993-05-05,Sundbyberg,,SWE,SWE,73,195,2011,ANA,1,30,30
Ridly Greig,OTT,C,22,2002-08-08,Lethbridge,AB,CAN,CAN,72,183,2020,OTT,1,28,28
Riley Nash,NYR,C,35,1989-05-09,Consort,AB,CAN,CAN,74,188,2007,EDM,1,21,21
